county,phone,name,district,address,url,email
"Columbus,Robeson",(919) 733-5651,Senator Michael P. Walters  (Dem),13,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,Michael.Walters@ncleg.net
"Moore,Randolph",(919) 733-5870,Senator Jerry W. Tillman  (Rep),29,"NC Senate,300 N. Salisbury Street, Room 627
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=99&sChamber=senate,Jerry.Tillman@ncleg.net
Aye,S701,13S147
Aye,S701,13S542
Aye,S701,13S317
Aye,S701,13S318
Aye,S701,13S342
Aye,S701,13S343
No,S701,13S823
Aye,S701,13S235
Aye,S701,13S311
Aye,S701,13S312
Aye,S701,13S328
Aye,S701,13S710
Aye,S701,13S51
Excused Absence,S701,13S208
Aye,S701,13S472
Aye,S701,13S141
Aye,S701,13S144
Aye,S701,13S145
Aye,S701,13S762
Aye,S701,13S55
Aye,S701,13S93
Aye,S701,13S388
No,S701,13S389
Aye,S701,13S390
Aye,S701,13S391
Aye,S701,13S817
Aye,S701,13S351
Aye,S701,13S473
Aye,S701,13S113
Aye,S701,13S118
Aye,S701,13S788
Aye,S701,13S805
Aye,S701,13S148
Aye,S701,13S91
Aye,S701,13S97
Aye,S770,13S845
Aye,S770,13S190
Aye,S770,13S32
No,S770,13S350
Aye,S770,13S371
Aye,S770,13S372
Aye,S770,13S72
Aye,S770,13S87
No,S770,13S169
Aye,S770,13S230
Aye,S770,13S59
Aye,S770,13S78
Aye,S770,13S147
Aye,S770,13S542
Aye,S770,13S317
No,S770,13S318
Aye,S770,13S342
No,S770,13S343
No,S770,13S823
Aye,S770,13S235
Aye,S770,13S311
No,S770,13S312
No,S770,13S328
No,S770,13S710
Aye,S770,13S51
Aye,S770,13S208
No,S770,13S472
Aye,S770,13S141
Aye,S770,13S144
Aye,S770,13S145
Aye,S770,13S762
Aye,S770,13S55
Excused Absence,S770,13S93
Aye,S770,13S388
Aye,S770,13S389
No,S770,13S390
No,S770,13S391
No,S770,13S817
Aye,S770,13S351
Aye,S770,13S473
Aye,S770,13S113
Aye,S770,13S118
Aye,S770,13S788
Aye,S770,13S805
Aye,S770,13S148
Excused Absence,S770,13S91
Excused Absence,S770,13S97
Aye,S770,13S628
No,S770,13S352
Aye,S771,13S85
Aye,S771,13S773
Aye,S771,13S797
Aye,S771,13S101
Aye,S771,13S257
Aye,S771,13S53
Aye,S771,13S349
Aye,S771,13S65
No,S771,13S176
Aye,S771,13S283
Aye,S771,13S57
Aye,S771,13S61
Aye,S771,13S155
Aye,S771,13S156
Aye,S771,13S271
Aye,S771,13S287
Aye,S771,13S347
Aye,S771,13S393
Aye,S771,13S826
Aye,S771,13S845
Aye,S771,13S190
Aye,S771,13S32
Aye,S771,13S350
Aye,S771,13S371
Aye,S771,13S372
Aye,S771,13S72
Aye,S771,13S87
No,S771,13S169
Aye,S771,13S230
Aye,S771,13S59
Aye,S771,13S78
Aye,S771,13S147
Aye,S771,13S542
Aye,S771,13S317
Aye,S771,13S318
Aye,S771,13S342
Aye,S771,13S343
No,S771,13S823
Aye,S771,13S235
Aye,S771,13S311
Aye,S771,13S312
Aye,S771,13S328
Excused Absence,S771,13S710
Aye,S771,13S51
Aye,S771,13S208
Aye,S771,13S472
Aye,S771,13S141
No,S771,13S144
Aye,S705,13S1
Aye,S705,13S3
Aye,S705,13S4
Aye,S705,13S5
No,S705,13S28
Aye,S705,13S44
Aye,S705,13S583
Aye,S705,13S99
Aye,S705,13S89
Aye,S705,13S540
Aye,S705,13S7
No,S705,13S8
No,S705,13S9
No,S705,13S10
Aye,S705,13S11
Aye,S705,13S16
Aye,S705,13S17
Aye,S705,13S18
No,S705,13S60
No,S705,13S205
Aye,S705,13S69
Aye,S705,13S15
Aye,S705,13S590
Aye,S705,13S35
Aye,S705,13S609
Aye,S705,13S871
Aye,S705,13S62
Aye,S705,13S63
Aye,S705,13S130
Aye,S705,13S70
Aye,S705,13S330
Aye,S705,13S286
Aye,S705,13S64
Aye,S705,13S125
Excused Absence,S705,13S258
Aye,S705,13S33
No,S705,13S105
Aye,S705,13S554
Aye,S705,13S86
Aye,S705,13S6
Aye,S705,13S58
Aye,S705,13S46
Aye,S705,13S47
Aye,S705,13S71
Aye,S705,13S111
Aye,S705,13S27
Aye,S705,13S12
Aye,S705,13S13
Aye,S705,13S26
Aye,S705,13S48
Aye,S705,13S52
Aye,S705,13S56
Aye,S703,13S446
Aye,S773,13S24
Aye,S773,13S25
Aye,S773,13S29
Aye,S773,13S30
Aye,S773,13S73
No,S773,13S76
No,S773,13S77
Aye,S773,13S420
Aye,S773,13S298
Aye,S773,13S396
Aye,S773,13S397
Aye,S773,13S776
Aye,S773,13S798
Aye,S773,13S799
Aye,S773,13S735
Aye,S773,13S760
Aye,S773,13S761
Aye,S773,13S49
Aye,S773,13S43
Aye,S773,13S74
Aye,S773,13S443
Aye,S773,13S444
Aye,S773,13S747
Aye,S773,13S748
Aye,S773,13S483
Aye,S773,13S424
Aye,S773,13S42
Aye,S773,13S75
Aye,S773,13S591
Aye,S773,13S592
Aye,S773,13S566
Aye,S773,13S484
Aye,S773,13S14
Aye,S773,13S31
Aye,S773,13S507
Aye,S773,13S814
Aye,S773,13S876
Aye,S773,13S909
Aye,S702,13S247
Aye,S702,13S248
Aye,S702,13S249
No,S702,13S250
Aye,S702,13S268
Aye,S702,13S269
No,S702,13S270
No,S702,13S477
Aye,S702,13S296
Aye,S702,13S646
Aye,S702,13S251
Aye,S702,13S363
Aye,S702,13S581
Aye,S702,13S380
No,S702,13S828
Aye,S702,13S221
Aye,S702,13S239
Aye,S702,13S386
Aye,S702,13S387
Aye,S702,13S913
Aye,S702,13S222
Aye,S702,13S223
Aye,S702,13S185
Aye,S702,13S226
Aye,S702,13S227
Aye,S702,13S478
No,S702,13S348
No,S702,13S394
Aye,S702,13S152
Aye,S702,13S479
Aye,S702,13S297
Aye,S702,13S550
Excused Absence,S702,13S800
Aye,S702,13S193
Aye,S702,13S200
Aye,S702,13S201
Aye,S702,13S480
Excused Absence,S702,13S307
Excused Absence,S702,13S308
Aye,S702,13S551
Aye,S702,13S121
Aye,S702,13S203
Aye,S702,13S552
Aye,S702,13S252
No,S702,13S846
No,S702,13S870
Aye,S772,13S251
Aye,S772,13S363
Aye,S772,13S581
Aye,S772,13S380
No,S772,13S828
Aye,S772,13S221
Aye,S772,13S239
Aye,S772,13S386
Aye,S772,13S387
Aye,S772,13S913
Aye,S772,13S222
Aye,S772,13S223
Aye,S772,13S185
Aye,S772,13S226
Aye,S772,13S227
Aye,S772,13S478
Aye,S772,13S348
Aye,S772,13S394
Aye,S772,13S152
Aye,S772,13S479
Aye,S772,13S297
Aye,S772,13S550
Aye,S772,13S800
Aye,S772,13S193
Aye,S772,13S200
Aye,S772,13S201
Aye,S772,13S480
Aye,S772,13S307
Aye,S772,13S308
Aye,S772,13S551
Aye,S772,13S121
Aye,S772,13S203
Aye,S631,13S515
No,S631,13S766
No,S631,13S903
Aye,S631,13S266
Aye,S631,13S381
Aye,S631,13S813
Aye,S631,13S364
Aye,S631,13S365
No,S631,13S194
Aye,S631,13S195
Aye,S631,13S196
Aye,S631,13S159
Aye,S631,13S232
Aye,S631,13S233
Aye,S631,13S234
Aye,S631,13S254
Aye,S631,13S255
Aye,S631,13S256
Aye,S631,13S331
Aye,S631,13S644
Aye,S631,13S382
Aye,S631,13S383
Aye,S631,13S325
Aye,S631,13S820
Aye,S631,13S333
Aye,S631,13S334
Aye,S631,13S553
Aye,S631,13S267
Aye,S631,13S173
Aye,S631,13S645
Aye,S631,13S335
Aye,S631,13S309
Aye,S631,13S713
Aye,S631,13S174
Aye,S631,13S642
Aye,S631,13S384
Aye,S631,13S160
Aye,S631,13S564
Aye,S631,13S565
Aye,S631,13S326
Aye,S631,13S327
No,S631,13S714
Aye,S700,13S153
Aye,S700,13S162
Aye,S700,13S357
Aye,S700,13S370
Aye,S700,13S375
Aye,S700,13S610
Aye,S700,13S806
No,S700,13S126
No,S700,13S127
Aye,S700,13S128
Aye,S700,13S544
Aye,S700,13S471
Aye,S700,13S481
Aye,S700,13S878
Aye,S700,13S907
Aye,S700,13S124
Aye,S700,13S129
Aye,S700,13S186
Aye,S700,13S187
N/V,S700,13S884
Aye,S700,13S901
Aye,S700,13S242
Aye,S700,13S301
Aye,S700,13S302
No,S700,13S848
Aye,S700,13S896
Aye,S700,13S188
Aye,S700,13S189
Aye,S700,13S509
Aye,S700,13S319
Aye,S700,13S608
Aye,S700,13S614
No,S700,13S615
No,S700,13S616
No,S700,13S617
Aye,S700,13S109
Aye,S700,13S110
No,S700,13S423
Aye,S700,13S132
Aye,S700,13S272
Aye,S700,13S273
Aye,S700,13S274
No,S700,13S275
Aye,S700,13S276
No,S700,13S277
No,S700,13S278
No,S700,13S279
Aye,S700,13S280
Excused Absence,S700,13S751
Aye,S700,13S831
Aye,S700,13S236
Aye,S700,13S818
Aye,S700,13S180
Aye,S700,13S181
Aye,S700,13S142
Aye,S700,13S143
Aye,S700,13S885
Aye,S700,13S263
Aye,S700,13S890
Aye,S700,13S119
Aye,S700,13S163
Aye,S700,13S164
Aye,S700,13S238
N/V,S701,13S628
Aye,S701,13S352
Aye,S701,13S395
Aye,S701,13S711
Aye,S701,13S94
Excused Absence,S701,13S98
Aye,S701,13S106
Aye,S701,13S177
Aye,S701,13S178
Aye,S701,13S179
Aye,S701,13S353
Aye,S701,13S354
No,S701,13S847
Aye,S701,13S899
Excused Absence,S701,13S209
Aye,S701,13S288
Aye,S701,13S289
Aye,S701,13S146
Aye,S701,13S95
Excused Absence,S701,13S103
Excused Absence,S701,13S104
No,S701,13S474
Aye,S701,13S753
Excused Absence,S701,13S210
No,S770,13S395
Aye,S770,13S711
Excused Absence,S770,13S94
Excused Absence,S770,13S98
Aye,S770,13S106
Aye,S770,13S177
Aye,S770,13S178
Aye,S770,13S179
Aye,S770,13S353
Aye,S770,13S354
No,S770,13S847
Aye,S770,13S899
Aye,S770,13S209
Aye,S770,13S288
Aye,S770,13S289
Aye,S770,13S146
Excused Absence,S770,13S95
Excused Absence,S770,13S103
Excused Absence,S770,13S104
No,S770,13S474
Aye,S770,13S753
No,S770,13S210
Excused Absence,S770,13S96
Aye,S770,13S643
Excused Absence,S770,13S102
Aye,S770,13S122
No,S770,13S123
No,S770,13S459
Aye,S770,13S114
Aye,S770,13S355
Aye,S770,13S356
Aye,S770,13S168
Aye,S770,13S543
Aye,S770,13S107
Aye,S770,13S115
Aye,S770,13S774
Aye,S770,13S108
No,S770,13S618
Aye,S770,13S716
Aye,S770,13S149
Aye,S770,13S376
No,S770,13S377
Aye,S770,13S872
Aye,S770,13S170
Aye,S770,13S468
Aye,S770,13S131
Aye,S771,13S145
Aye,S771,13S762
Aye,S771,13S55
Aye,S771,13S93
Aye,S771,13S388
No,S771,13S389
Aye,S771,13S390
Aye,S771,13S391
Aye,S771,13S817
Aye,S771,13S351
Aye,S771,13S473
Aye,S771,13S113
Aye,S771,13S118
Aye,S771,13S788
Aye,S771,13S805
Aye,S771,13S148
Aye,S771,13S91
Aye,S771,13S97
Aye,S771,13S628
Aye,S771,13S352
Aye,S771,13S395
Excused Absence,S771,13S711
Aye,S771,13S94
Aye,S771,13S98
Aye,S771,13S106
Aye,S771,13S177
Aye,S771,13S178
Aye,S771,13S179
Aye,S771,13S353
Aye,S771,13S354
No,S771,13S847
Aye,S771,13S899
Aye,S771,13S209
Aye,S771,13S288
Aye,S771,13S289
Aye,S771,13S146
Aye,S771,13S95
Aye,S771,13S103
Aye,S771,13S104
No,S771,13S474
Aye,S771,13S753
Aye,S771,13S210
Aye,S771,13S96
Aye,S771,13S643
Aye,S771,13S102
Aye,S771,13S122
Aye,S771,13S123
Aye,S771,13S459
Aye,S771,13S114
Aye,S771,13S355
Aye,S771,13S356
Aye,S705,13S240
Aye,S705,13S259
Aye,S705,13S19
Aye,S705,13S100
Aye,S705,13S895
Aye,S705,13S34
Aye,S705,13S316
Aye,S705,13S789
Aye,S705,13S36
Aye,S705,13S37
Aye,S705,13S38
Aye,S705,13S39
No,S705,13S40
Aye,S705,13S41
Aye,S705,13S45
No,S705,13S541
Aye,S705,13S830
Aye,S705,13S300
Aye,S705,13S80
No,S705,13S81
No,S705,13S82
No,S705,13S83
Aye,S705,13S84
Aye,S705,13S85
Aye,S705,13S773
Aye,S705,13S797
Aye,S705,13S101
Excused Absence,S705,13S257
Aye,S705,13S53
Aye,S705,13S349
Aye,S705,13S65
No,S705,13S176
Aye,S705,13S283
Aye,S705,13S57
Aye,S705,13S61
Aye,S705,13S155
Aye,S705,13S156
Aye,S705,13S271
Aye,S705,13S287
Aye,S705,13S347
Excused Absence,S705,13S393
Aye,S705,13S826
Aye,S705,13S845
Aye,S705,13S190
Excused Absence,S705,13S32
Aye,S705,13S350
Aye,S705,13S371
Aye,S705,13S372
Aye,S705,13S72
Aye,S705,13S87
Aye,S703,13S433
Aye,S703,13S737
Aye,S703,13S738
Aye,S703,13S851
Aye,S703,13S492
Aye,S703,13S688
Aye,S703,13S520
Aye,S703,13S493
Aye,S703,13S568
Aye,S703,13S623
Aye,S703,13S662
Aye,S703,13S640
Aye,S703,13S689
Aye,S703,13S521
Aye,S703,13S690
Aye,S703,13S691
Aye,S703,13S692
Aye,S703,13S778
Aye,S703,13S779
Aye,S703,13S447
Aye,S703,13S693
Aye,S703,13S434
Aye,S703,13S694
Aye,S703,13S435
Aye,S703,13S448
Aye,S703,13S204
Aye,S703,13S494
Aye,S703,13S663
Aye,S703,13S749
Aye,S703,13S750
Aye,S703,13S877
Aye,S703,13S916
Aye,S703,13S522
Aye,S703,13S780
Aye,S703,13S781
Aye,S703,13S695
Aye,S703,13S449
Aye,S703,13S625
Aye,S703,13S635
Aye,S703,13S436
Aye,S703,13S603
Aye,S703,13S633
Aye,S703,13S852
Aye,S703,13S853
Aye,S703,13S854
Aye,S703,13S898
Aye,S703,13S637
Aye,S703,13S734
Aye,S703,13S604
Aye,S773,13S175
Aye,S773,13S54
No,S773,13S66
Aye,S773,13S67
Aye,S773,13S68
Aye,S773,13S425
Aye,S773,13S426
Aye,S773,13S666
Aye,S773,13S886
Aye,S773,13S887
Aye,S773,13S888
Aye,S773,13S893
Aye,S773,13S894
Aye,S773,13S672
Aye,S773,13S673
Aye,S773,13S674
Aye,S773,13S675
Aye,S773,13S676
Aye,S773,13S677
Aye,S773,13S678
Aye,S773,13S724
Aye,S773,13S679
Aye,S773,13S906
Aye,S773,13S427
Aye,S773,13S367
Aye,S773,13S516
Aye,S773,13S584
Aye,S773,13S897
Aye,S773,13S445
Aye,S773,13S841
Aye,S773,13S654
Aye,S773,13S50
Aye,S773,13S140
Aye,S773,13S428
Aye,S773,13S599
Aye,S773,13S630
Aye,S773,13S416
Aye,S773,13S567
Aye,S773,13S231
Aye,S773,13S485
Aye,S773,13S655
Aye,S773,13S680
Aye,S773,13S681
Aye,S702,13S324
Aye,S702,13S344
No,S702,13S765
Aye,S702,13S875
Aye,S702,13S908
Aye,S702,13S253
Aye,S702,13S265
No,S702,13S892
Aye,S702,13S224
Aye,S702,13S621
Aye,S702,13S513
Aye,S702,13S514
Aye,S702,13S515
No,S702,13S766
Aye,S702,13S903
Aye,S702,13S266
Aye,S702,13S381
Excused Absence,S702,13S813
Aye,S702,13S364
Aye,S702,13S365
Aye,S702,13S194
No,S702,13S195
No,S702,13S196
Excused Absence,S702,13S159
Aye,S702,13S232
Aye,S702,13S233
No,S702,13S234
Aye,S702,13S254
Aye,S702,13S255
No,S702,13S256
Aye,S702,13S331
Aye,S702,13S644
Aye,S702,13S382
Aye,S702,13S383
Aye,S702,13S325
Excused Absence,S702,13S820
Aye,S702,13S333
Aye,S702,13S334
Aye,S772,13S552
Aye,S772,13S252
Aye,S772,13S846
Aye,S772,13S870
Aye,S772,13S324
Aye,S772,13S344
No,S772,13S765
Aye,S772,13S875
Aye,S772,13S908
Aye,S772,13S253
Aye,S772,13S265
No,S772,13S892
Aye,S772,13S224
Aye,S772,13S621
Aye,S772,13S513
Aye,S772,13S514
Aye,S772,13S515
No,S772,13S766
No,S772,13S903
Aye,S772,13S266
Aye,S772,13S381
Aye,S772,13S813
Aye,S772,13S364
Aye,S772,13S365
No,S772,13S194
Aye,S772,13S195
Aye,S772,13S196
Aye,S772,13S159
Aye,S772,13S232
Aye,S772,13S233
Aye,S772,13S234
Aye,S772,13S254
Aye,S772,13S255
Aye,S772,13S256
Aye,S772,13S331
Aye,S772,13S644
Aye,S772,13S382
Aye,S772,13S383
Aye,S772,13S325
Aye,S772,13S820
Aye,S772,13S333
Aye,S772,13S334
Aye,S772,13S553
Aye,S772,13S267
Aye,S772,13S173
Aye,S772,13S645
Aye,S772,13S335
Aye,S772,13S309
Aye,S772,13S713
Aye,S772,13S174
Aye,S772,13S642
Aye,S772,13S384
Aye,S772,13S160
Aye,S772,13S564
Aye,S772,13S565
Aye,S772,13S326
Aye,S772,13S327
No,S772,13S714
Aye,S772,13S850
Aye,S772,13S366
Aye,S772,13S161
Aye,S772,13S165
Aye,S772,13S385
Aye,S631,13S850
Aye,S631,13S366
Aye,S631,13S161
Aye,S631,13S165
Aye,S631,13S385
Aye,S631,13S715
Aye,S631,13S310
Aye,S631,13S505
Aye,S631,13S910
Aye,S631,13S911
No,S631,13S20
No,S631,13S21
No,S631,13S22
No,S631,13S23
Aye,S631,13S24
Aye,S631,13S25
Aye,S631,13S29
Aye,S631,13S30
Aye,S631,13S73
Aye,S631,13S76
Aye,S631,13S77
Aye,S631,13S420
Aye,S631,13S298
Aye,S631,13S396
Aye,S631,13S397
Aye,S631,13S776
Aye,S631,13S798
Aye,S631,13S799
Aye,S631,13S735
Aye,S631,13S760
Aye,S631,13S761
Aye,S631,13S49
N/V,S631,13S43
Aye,S631,13S74
Excused Absence,S631,13S443
Excused Absence,S631,13S444
Aye,S631,13S747
Aye,S631,13S748
Aye,S631,13S483
Excused Absence,S631,13S424
N/V,S631,13S42
Aye,S631,13S75
Aye,S631,13S591
Aye,S631,13S592
Aye,S631,13S566
Aye,S700,13S891
Aye,S700,13S133
Aye,S700,13S229
Aye,S700,13S303
Aye,S700,13S304
Aye,S700,13S281
Aye,S700,13S284
Aye,S700,13S285
Aye,S700,13S378
Aye,S700,13S191
Aye,S700,13S620
Aye,S700,13S212
Aye,S700,13S134
Aye,S700,13S819
Aye,S700,13S292
Aye,S700,13S912
Aye,S700,13S792
Aye,S700,13S135
Aye,S700,13S763
Aye,S700,13S136
Aye,S700,13S469
Aye,S700,13S150
Aye,S700,13S320
No,S700,13S470
Aye,S700,13S313
Aye,S700,13S314
Aye,S700,13S315
Aye,S700,13S708
Aye,S701,13S96
Aye,S701,13S643
Excused Absence,S701,13S102
Aye,S701,13S122
Aye,S701,13S123
Aye,S701,13S459
Aye,S701,13S114
Aye,S701,13S355
Aye,S701,13S356
Aye,S701,13S168
Aye,S701,13S543
Aye,S701,13S107
Aye,S701,13S115
Aye,S701,13S774
Aye,S701,13S108
No,S701,13S618
Aye,S701,13S716
Aye,S701,13S149
Aye,S701,13S376
Aye,S701,13S377
Excused Absence,S701,13S872
Aye,S701,13S170
Aye,S701,13S468
Aye,S701,13S131
Aye,S701,13S228
Excused Absence,S701,13S211
Aye,S701,13S482
Aye,S701,13S79
Aye,S701,13S290
Aye,S701,13S647
Aye,S701,13S291
Aye,S701,13S619
Aye,S701,13S112
Aye,S701,13S117
Aye,S701,13S346
Aye,S701,13S392
Aye,S701,13S237
Aye,S701,13S120
Aye,S701,13S712
Aye,S701,13S262
Aye,S701,13S598
Aye,S701,13S197
No,S701,13S198
No,S701,13S199
No,S701,13S883
Aye,S701,13S900
Aye,S701,13S775
Aye,S701,13S153
Aye,S770,13S228
No,S770,13S211
Aye,S770,13S482
Aye,S770,13S79
Aye,S770,13S290
Aye,S770,13S647
Aye,S770,13S291
Aye,S770,13S619
Aye,S770,13S112
Aye,S770,13S117
Aye,S770,13S346
Aye,S770,13S392
Aye,S770,13S237
Aye,S770,13S120
Aye,S770,13S712
Aye,S770,13S262
Aye,S770,13S598
Aye,S770,13S197
No,S770,13S198
No,S770,13S199
Aye,S770,13S883
No,S770,13S900
Aye,S770,13S775
Aye,S770,13S153
Aye,S770,13S162
Aye,S770,13S357
Aye,S770,13S370
Aye,S770,13S375
Aye,S770,13S610
Aye,S770,13S806
Aye,S770,13S126
Aye,S770,13S127
No,S770,13S128
No,S770,13S544
No,S770,13S471
No,S770,13S481
Aye,S770,13S878
Aye,S770,13S907
Aye,S770,13S124
Aye,S770,13S129
No,S770,13S186
No,S770,13S187
No,S770,13S884
No,S770,13S901
Aye,S770,13S242
Aye,S770,13S301
Aye,S770,13S302
No,S770,13S848
Aye,S771,13S168
Aye,S771,13S543
Aye,S771,13S107
Aye,S771,13S115
Aye,S771,13S774
Aye,S771,13S108
No,S771,13S618
Excused Absence,S771,13S716
Aye,S771,13S149
Aye,S771,13S376
Aye,S771,13S377
No,S771,13S872
Aye,S771,13S170
Aye,S771,13S468
Aye,S771,13S131
Aye,S771,13S228
Aye,S771,13S211
Aye,S771,13S482
Aye,S771,13S79
Aye,S771,13S290
Aye,S771,13S647
Aye,S771,13S291
Aye,S771,13S619
Aye,S771,13S112
Aye,S771,13S117
Aye,S771,13S346
Aye,S771,13S392
Aye,S771,13S237
Aye,S771,13S120
Excused Absence,S771,13S712
Aye,S771,13S262
Aye,S771,13S598
Aye,S771,13S197
Aye,S771,13S198
Aye,S771,13S199
No,S771,13S883
Aye,S771,13S900
Aye,S771,13S775
Aye,S771,13S153
Aye,S771,13S162
Aye,S771,13S357
Aye,S771,13S370
Aye,S771,13S375
Aye,S771,13S610
Aye,S771,13S806
No,S771,13S126
No,S771,13S127
Aye,S771,13S128
Aye,S771,13S544
Aye,S771,13S471
No,S705,13S169
Aye,S705,13S230
Aye,S705,13S59
Aye,S705,13S78
Aye,S705,13S147
Aye,S705,13S542
Aye,S705,13S317
Aye,S705,13S318
Aye,S705,13S342
Aye,S705,13S343
No,S705,13S823
Aye,S705,13S235
Aye,S705,13S311
Aye,S705,13S312
Aye,S705,13S328
Aye,S705,13S710
Aye,S705,13S51
Aye,S705,13S208
Aye,S705,13S472
Aye,S705,13S141
Aye,S705,13S144
Aye,S705,13S145
Aye,S705,13S762
Aye,S705,13S55
Aye,S705,13S93
Aye,S705,13S388
No,S705,13S389
Aye,S705,13S390
Aye,S705,13S391
N/V,S705,13S817
Aye,S705,13S351
Aye,S705,13S473
Aye,S705,13S113
Aye,S705,13S118
Aye,S705,13S788
Aye,S705,13S805
Aye,S705,13S148
Aye,S705,13S91
Aye,S705,13S97
Aye,S705,13S628
Aye,S705,13S352
Excused Absence,S705,13S395
Aye,S705,13S711
Aye,S705,13S94
N/V,S705,13S98
Aye,S705,13S106
Aye,S705,13S177
Aye,S705,13S178
Aye,S705,13S179
Aye,S705,13S353
Aye,S705,13S354
Aye,S703,13S627
Aye,S703,13S696
Aye,S703,13S697
Aye,S703,13S698
Aye,S703,13S341
Aye,S703,13S368
Aye,S703,13S369
Aye,S703,13S582
Aye,S703,13S495
Aye,S703,13S299
Aye,S703,13S417
Aye,S703,13S699
Aye,S703,13S569
Aye,S703,13S700
Aye,S703,13S739
Aye,S703,13S720
Aye,S703,13S721
Aye,S703,13S460
Aye,S703,13S462
Aye,S703,13S463
Aye,S703,13S740
Aye,S703,13S782
Aye,S703,13S450
Aye,S703,13S345
Aye,S703,13S206
Aye,S703,13S207
No,S703,13S216
Aye,S703,13S217
Aye,S703,13S218
Aye,S703,13S638
Aye,S703,13S639
Aye,S703,13S701
Aye,S703,13S702
Aye,S703,13S772
Excused Absence,S703,13S794
No,S703,13S838
Aye,S703,13S508
Aye,S703,13S451
Aye,S703,13S741
Aye,S703,13S496
Excused Absence,S703,13S815
Excused Absence,S703,13S807
Excused Absence,S703,13S808
Excused Absence,S703,13S809
Aye,S703,13S605
Aye,S703,13S634
No,S703,13S667
Aye,S773,13S725
Aye,S773,13S726
Aye,S773,13S656
Aye,S773,13S88
Aye,S773,13S771
Aye,S773,13S793
Aye,S773,13S657
Aye,S773,13S154
Aye,S773,13S777
Aye,S773,13S868
Aye,S773,13S461
Aye,S773,13S517
No,S773,13S578
Aye,S773,13S486
Aye,S773,13S736
Aye,S773,13S518
Aye,S773,13S593
Aye,S773,13S594
Aye,S773,13S487
No,S773,13S166
Aye,S773,13S167
Aye,S773,13S658
Aye,S773,13S791
Aye,S773,13S488
Aye,S773,13S659
Aye,S773,13S336
Aye,S702,13S553
No,S702,13S267
Aye,S702,13S173
Aye,S702,13S645
Aye,S702,13S335
Excused Absence,S702,13S309
Excused Absence,S702,13S713
Aye,S702,13S174
Aye,S702,13S642
Aye,S702,13S384
Excused Absence,S702,13S160
Aye,S702,13S564
Aye,S702,13S565
Aye,S702,13S326
Aye,S702,13S327
Excused Absence,S702,13S714
Aye,S702,13S850
Aye,S702,13S366
Excused Absence,S702,13S161
Aye,S702,13S165
Aye,S702,13S385
Excused Absence,S702,13S715
Excused Absence,S702,13S310
Aye,S702,13S505
Aye,S702,13S910
Aye,S702,13S911
Aye,S702,13S20
Aye,S702,13S21
Aye,S702,13S22
Aye,S702,13S23
No,S702,13S24
No,S702,13S25
Aye,S702,13S29
Aye,S702,13S30
No,S702,13S73
No,S702,13S76
No,S702,13S77
Aye,S702,13S420
Aye,S702,13S298
Aye,S702,13S396
Aye,S702,13S397
Aye,S702,13S776
Excused Absence,S702,13S798
Excused Absence,S702,13S799
Aye,S702,13S735
Aye,S702,13S760
Aye,S702,13S761
Aye,S702,13S49
Aye,S702,13S43
Aye,S702,13S74
Aye,S702,13S443
Aye,S702,13S444
Aye,S702,13S747
Aye,S702,13S748
Aye,S702,13S483
Aye,S702,13S424
Aye,S702,13S42
Aye,S702,13S75
Excused Absence,S702,13S591
Excused Absence,S702,13S592
Aye,S702,13S566
Aye,S702,13S484
Aye,S702,13S14
Aye,S702,13S31
Aye,S702,13S507
Excused Absence,S702,13S814
No,S702,13S876
No,S702,13S909
Aye,S702,13S175
Aye,S702,13S54
Aye,S702,13S66
No,S702,13S67
No,S702,13S68
Aye,S702,13S425
Aye,S702,13S426
Excused Absence,S702,13S666
N/V,S702,13S886
N/V,S702,13S887
N/V,S702,13S888
Aye,S772,13S715
Aye,S772,13S310
Aye,S772,13S505
Aye,S772,13S910
Aye,S772,13S911
No,S772,13S20
No,S772,13S21
No,S772,13S22
No,S772,13S23
Aye,S772,13S24
Aye,S772,13S25
Aye,S772,13S29
Aye,S772,13S30
Aye,S772,13S73
Aye,S772,13S76
Aye,S772,13S77
Aye,S772,13S420
Aye,S772,13S298
Aye,S772,13S396
Aye,S772,13S397
Aye,S772,13S776
Aye,S772,13S798
Aye,S772,13S799
Aye,S772,13S735
Aye,S772,13S760
Aye,S772,13S761
Aye,S772,13S49
Aye,S772,13S43
Aye,S772,13S74
Aye,S772,13S443
Aye,S772,13S444
Aye,S772,13S747
Aye,S772,13S748
Aye,S772,13S483
Aye,S772,13S424
Aye,S772,13S42
Aye,S772,13S75
Aye,S772,13S591
Aye,S772,13S592
Aye,S772,13S566
Aye,S772,13S484
Aye,S772,13S14
Aye,S772,13S31
Aye,S772,13S507
Aye,S772,13S814
Aye,S772,13S876
Aye,S772,13S909
Aye,S772,13S175
Aye,S772,13S54
No,S772,13S66
Aye,S772,13S67
Aye,S772,13S68
Aye,S631,13S484
Aye,S631,13S14
Aye,S631,13S31
Aye,S631,13S507
Aye,S631,13S814
Aye,S631,13S876
Aye,S631,13S909
Aye,S631,13S175
Aye,S631,13S54
No,S631,13S66
Aye,S631,13S67
Aye,S631,13S68
